"소재지(시군구)별(1)","소재지(시군구)별(2)","항목",시점,데이터
"서울특별시","구로구","추정사업비계 (백만원)",2013,6590
"서울특별시","구로구","추정사업비계 (백만원)",2014,6590
"서울특별시","구로구","추정사업비계 (백만원)",2015,6590
"서울특별시","구로구","추정사업비계 (백만원)",2016,6590
"서울특별시","구로구","추정사업비계 (백만원)",2017,6590
"서울특별시","구로구","추정사업비계 (백만원)",2018,6590
"서울특별시","구로구","추정사업비계 (백만원)",2019,6592
"서울특별시","영등포구","(부분)미집행결정면적 (㎡)",2013,38097
"서울특별시","영등포구","(부분)미집행결정면적 (㎡)",2014,38097
"서울특별시","영등포구","(부분)미집행결정면적 (㎡)",2015,38097
"서울특별시","영등포구","(부분)미집행결정면적 (㎡)",2016,38097
"서울특별시","영등포구","(부분)미집행결정면적 (㎡)",2017,38097
"서울특별시","영등포구","(부분)미집행결정면적 (㎡)",2018,38097
"서울특별시","영등포구","(부분)미집행결정면적 (㎡)",2019,28098
"서울특별시","영등포구","집행면적 (㎡)",2013,0
"서울특별시","영등포구","집행면적 (㎡)",2014,0
"서울특별시","영등포구","집행면적 (㎡)",2015,0
"서울특별시","영등포구","집행면적 (㎡)",2016,0
"서울특별시","영등포구","집행면적 (㎡)",2017,0
"서울특별시","영등포구","집행면적 (㎡)",2018,0
"서울특별시","영등포구","집행면적 (㎡)",2019,0
"서울특별시","영등포구","집행비율 (%)",2013,0.00
"서울특별시","영등포구","집행비율 (%)",2014,0.00
"서울특별시","영등포구","집행비율 (%)",2015,0.00
"서울특별시","영등포구","집행비율 (%)",2016,0.00
"서울특별시","영등포구","집행비율 (%)",2017,0.00
"서울특별시","영등포구","집행비율 (%)",2018,0.00
"서울특별시","영등포구","집행비율 (%)",2019,0.00
"서울특별시","영등포구","미집행면적 (㎡)",2013,38097
"서울특별시","영등포구","미집행면적 (㎡)",2014,38097
"서울특별시","영등포구","미집행면적 (㎡)",2015,38097
"서울특별시","영등포구","미집행면적 (㎡)",2016,38097
"서울특별시","영등포구","미집행면적 (㎡)",2017,38097
"서울특별시","영등포구","미집행면적 (㎡)",2018,38097
"서울특별시","영등포구","미집행면적 (㎡)",2019,28098
"서울특별시","영등포구","추정사업비계 (백만원)",2013,82440
"서울특별시","영등포구","추정사업비계 (백만원)",2014,82440
"서울특별시","영등포구","추정사업비계 (백만원)",2015,82440
"서울특별시","영등포구","추정사업비계 (백만원)",2016,82440
"서울특별시","영등포구","추정사업비계 (백만원)",2017,82440
"서울특별시","영등포구","추정사업비계 (백만원)",2018,82440
"서울특별시","영등포구","추정사업비계 (백만원)",2019,82440
"서울특별시","동작구","(부분)미집행결정면적 (㎡)",2014,14271
"서울특별시","동작구","(부분)미집행결정면적 (㎡)",2015,14271
"서울특별시","동작구","(부분)미집행결정면적 (㎡)",2016,14271
"서울특별시","동작구","(부분)미집행결정면적 (㎡)",2017,14048
"서울특별시","동작구","(부분)미집행결정면적 (㎡)",2018,14048
"서울특별시","동작구","(부분)미집행결정면적 (㎡)",2019,14048
"서울특별시","동작구","(부분)미집행결정면적 (㎡)",2020,14048
"서울특별시","동작구","(부분)미집행결정면적 (㎡)",2021,14048
"서울특별시","동작구","(부분)미집행결정면적 (㎡)",2022,14048
"서울특별시","동작구","집행면적 (㎡)",2014,0
"서울특별시","동작구","집행면적 (㎡)",2015,0
"서울특별시","동작구","집행면적 (㎡)",2016,0
"서울특별시","동작구","집행면적 (㎡)",2017,0
"서울특별시","동작구","집행면적 (㎡)",2018,0
"서울특별시","동작구","집행면적 (㎡)",2019,0
"서울특별시","동작구","집행면적 (㎡)",2020,0
"서울특별시","동작구","집행면적 (㎡)",2021,0
"서울특별시","동작구","집행비율 (%)",2014,0.00
"서울특별시","동작구","집행비율 (%)",2015,0.00
"서울특별시","동작구","집행비율 (%)",2016,0.00
"서울특별시","동작구","집행비율 (%)",2017,0.00
"서울특별시","동작구","집행비율 (%)",2018,0.00
"서울특별시","동작구","집행비율 (%)",2019,0.00
"서울특별시","동작구","집행비율 (%)",2020,0.00
"서울특별시","동작구","집행비율 (%)",2021,0.00
"서울특별시","동작구","미집행면적 (㎡)",2014,14271
"서울특별시","동작구","미집행면적 (㎡)",2015,14271
"서울특별시","동작구","미집행면적 (㎡)",2016,14271
"서울특별시","동작구","미집행면적 (㎡)",2017,14048
"서울특별시","동작구","미집행면적 (㎡)",2018,14048
"서울특별시","동작구","미집행면적 (㎡)",2019,14048
"서울특별시","동작구","미집행면적 (㎡)",2020,14048
"서울특별시","동작구","미집행면적 (㎡)",2021,14048
